row_index,doc_id,question,answer,true_label,predicted_label,verdict,entailment_score,neutral_score,contradiction_score,max_similarity,retrieved_context,is_correct,error_type,verdict_detail
790,hilti_hammer.pdf,What risk is associated with touching the accessory tool when changing it?,Touching the accessory tool can result\n\nin cuts and burns.,0,0,GROUNDED,0.9908,0.0012,0.0079,0.8482,"into contact with a live wire, metal parts of the power tool can also become live, resulting in an electric shock. ▶Do not touch rotating parts – risk of injury! ▶Wear eye protection, a hard hat and ear protection and suitable respiratory protection while the product is in use. ▶Wear protective gloves when changing the accessory tool. Touching the accessory tool can result in cuts and burns. ▶Wear eye protection. Flying fragments can injure the body and eyes. ▶Dust produced by grinding, sanding,",True,TN,GROUNDED
791,apple_watch.pdf,Which app should I use to check my blood oxygen levels?,Blood Oxygen app,0,0,GROUNDED,0.986,0.0013,0.0127,0.8407,"Apple Watch User Guide Turn off background measurements when the Sleep Focus or theater mode is active Blood oxygen measurements use a bright red light that shines against your wrist, which may be more visible in dark places. You can turn off measurements if you find the light distracting. 1. Open the Settings app on your Apple Watch. 2. Tap Blood Oxygen, then turn off In Sleep Focus and In Theater Mode. Measure your blood oxygen level The Blood Oxygen app periodically measures your blood oxygen",True,TN,GROUNDED
792,makita_drill.pdf,What happens if the tool or battery is operated in a way that draws an abnormally high current?,the tool automatically stops with a warning signal.,1,1,UNCERTAIN,0.7386,0.011,0.2505,0.7562,"of use and the ambient temperature, the indication may differ slightly from the actual capacity. Tool / battery protection system The tool is equipped with a tool/battery protection sys- tem. This system automatically cuts off power to the motor to extend tool and battery life. The tool will auto- matically stop during operation if the tool or battery is placed under one of the following conditions: Overload protection When the tool/battery is operated in a manner that causes it to draw an abnor",True,TP,UNCERTAIN_LEANING_GROUNDED
793,electrolux_oven.pdf,What should be used to clean the external metal front of the oven?,"For metal fronts, use specialized stainless steel cleaning agents.",1,1,UNCERTAIN,0.8422,0.0048,0.153,0.8005,"and bleaches • Impregnated pads unsuitable for non-stick saucepans • Brillo/Ajax pads or steel wool pads • Chemical oven pads or aerosols • Rust removers • Bath/Sink stain removers 1. Turn the oven function switch to oven lighting . 2. Remove all accessories and the shelf support rails and wash them with warm water and washing up liquid. 3. Wash the floor of the oven in the same way using warm soapy water, and allow to dry. 4. Wipe the front of the appliance with a damp cloth.",True,TP,UNCERTAIN_LEANING_GROUNDED
794,prusa_3d-printer.pdf,What is this handbook for?,FOR THE ORIGINAL PRUSA MK4 3D PRINTER,1,0,GROUNDED,0.9864,0.0017,0.0119,0.9134,3D PRINTING HANDBOOK FOR THE ORIGINAL PRUSA MK4S 3D PRINTER ORIGINAL INSTRUCTIONS ENG,False,FN,GROUNDED
795,dyson_v12.pdf,"For achieving the best battery life and performance, which cleaning modes are advised?","To get the best performance and life from your battery, use Boost or Auto/Med mode.",1,1,UNCERTAIN,0.6975,0.0047,0.2979,0.7661,Getting started Eco Boost Auto Power modes Eco mode Auto and Med mode Boost mode Measures microscopic dust particles Your machine has three power modes for different tasks. Change power modes quickly using a single button. Maximum run time for longer cleans all around your home. The optimum balance of power and run time. Attach your cleaner head or Hair screw tool to activate Auto mode. Suction power automatically adapts to dust levels. Designed for intensive spot cleaning of ground–in dirt A pi,True,TP,UNCERTAIN_LEANING_GROUNDED
796,lg_home_theater.pdf,What is the specified wavelength of the semiconductor laser?,wavelength 630 nm,1,1,UNCERTAIN,0.0,1.0,0.0,0.6449782252311707,[UNSUPPORTED] max_sim=0.645 < threshold=0.7,True,TP,UNCERTAIN
797,dewalt_saw.pdf,What is the potential outcome if a practice highlighted by a 'NOTICE' is not avoided?,may result in moderate injury.,1,1,UNCERTAIN,0.8223,0.006,0.1717,0.7832,"hazardous situation which, if not avoided, could result in death or serious injury. CAUTION: Indicates a potentially hazardous situation which, if not avoided, may result in minor or moderate injury. (Used without word) Indicates a safety related message. NOTICE: Indicates a practice not related to personal injury which, if not avoided, may result in property damage. AVERTISSEMENT : lire toutes les consignes de sécurité, instructions, illustrations et caractéristiques fournies dans le présent ma",True,TP,UNCERTAIN_LEANING_GROUNDED
798,lg_home_theater.pdf,How much does the main unit weigh?,3.41 kg,1,1,UNCERTAIN,0.0,1.0,0.0,0.6568247079849243,[UNSUPPORTED] max_sim=0.657 < threshold=0.7,True,TP,UNCERTAIN
799,hilti_hammer.pdf,What does the DANGER! warning signal word signify?,Draws attention to imminent danger that will lead to moderate personal injury or disability.,1,1,UNCERTAIN,0.7636,0.0075,0.2289,0.781,"2134960 *2134960* Information about the operating instructions About these operating instructions • Warning! Read and understand all accompanying documentation, including but not limited to instructions, safety warnings, illustrations, and specifications provided with this product. Familiarize yourself with all the instructions, safety warnings, illustrations, specifications, components, and functions of the product before use. Failure to do so may result in electric shock, fire, and/or serious ",True,TP,UNCERTAIN_LEANING_GROUNDED
800,dji_mavic_pro.pdf,What type of Micro SD card is recommended for saving high-resolution video?,A UHS-1 Micro SD card is recommended,0,0,GROUNDED,0.996,0.0009,0.0031,0.7779,"4 app. Camera Micro SD Card Slot To store your photos and videos, insert the Micro SD card into the slot, as shown below, before turning on the Mavic Pro. The Mavic Pro comes with a 16 GB Micro SD card and supports Micro SD cards up to 64 GB. A UHS-1 Micro SD card is recommended due to their fast read and write speeds allowing you to save high-resolution video data. Do not remove the Micro SD card from the Mavic Pro when it is turned on. To ensure the stability of the camera system, single video",True,TN,GROUNDED
801,lg_home_theater.pdf,What type of cable is required for a Component Video connection?,a Y Pb Bc cable,1,1,HALLUCINATION,0.4504,0.005,0.5446,0.7622,audio CD indicator in the DVD display is lit.) • Select the appropriate video input mode on the TV so the picture from the unit appears on the TV screen. • Connect the video cable into the jacks securely. • Turn on the TV. • Select the correct input mode of the audio receiver so you can hear the sound from the unit. • Connect the audio cable into the jacks securely. • Turn on the equipment connected with the audio cable. • Replace it with new one. • Clean the disc. • Insert a disc. (Check that t,True,TP,HALLUCINATION
802,dji_mavic_pro.pdf,What is the procedure for linking a new remote controller?,"1. Turn on the remote controller and connect to the mobile device, and turn on the aircraft. Launch the DJI GO 3 app.
2. Enter “Camera” and tap on and then tap the “Linking Primary RC” or “Linking Secondary RC” button to confirm.
3. The remote controller is ready to link.
4. Locate the linking butto",1,1,HALLUCINATION,0.48,0.0061,0.5139,0.8979,"2. Enter “Camera” and tap on and then tap the “Linking Primary RC” or “Linking Secondary RC” button to confirm. Toggle the Control Mode switch to RC mode before linking. 3. The remote controller is ready to link. 4. Locate the linking button on the side of the aircraft, as shown in the figure below. Press the link button to start linking. The Linking Status Indicator will display a solid green once the remote controller is successfully linked to the aircraft, and the LCD screen on the remote con",True,TP,HALLUCINATION
803,samsung_phone_zfold.pdf,What items are explicitly warned against placing on the Main screen when folding the device?,"cards, coins, or keys,",0,0,GROUNDED,0.9904,0.0012,0.0084,0.8293,"Folded • Fold the device before putting it in a bag or storing it. Do not store the device unfolded as another object could scratch or puncture the screen. • Do not fold the device toward the back side. The device will be damaged. • When folding the device, do not place any objects, such as cards, coins, or keys, on the Main screen. The screen may be damaged. • You may notice a crease at the center of the Main screen. This is a normal characteristic of the device. Getting started Devices and sof",True,TN,GROUNDED
804,apple_watch.pdf,What high-velocity water activities should Apple Watch Series 3 and later *not* be used for?,"scuba diving, jet skiing, or other activities involving high velocity water or submersion below moderate depth.",1,1,UNCERTAIN,0.8766,0.0064,0.117,0.8188,"Apple Watch Series 6, and Apple Watch Series 7 should not be used for scuba diving, water skiing, or other activities involving high velocity water or submersion below shallow depth. Apple Watch Series 7 is also rated IP6X dust resistant. Water resistance is not a permanent condition and may diminish over time. Apple Watch cannot be rechecked or resealed for water resistance. The following may affect the water resistance of Apple Watch in particular and should be avoided: • Dropping Apple Watch ",True,TP,UNCERTAIN_LEANING_GROUNDED
805,bosch_oven.pdf,What is the permissible temperature range when utilizing the Sabbath mode?,between 85 °C and 140 °C,0,0,GROUNDED,0.9919,0.0016,0.0065,0.8713,listed with the types of heating as the last type of heating. The appliance heats up with top/bottom heating. You can set a temperature between 85 °C and 140 °C. 1. Set the 0 Sabbath mode type of heating using the rotary selector. 2. Touch the } field. The temperature is highlighted white in the display. 3. Set the required temperature using the rotary selector. 4. Touch the s field before starting. The cooking time is highlighted white in the display. 5. Set the required cooking time using the ,True,TN,GROUNDED
806,bosch_oven.pdf,What specific cleaning agent should be used for the stainless steel inlay in the door cover?,stainless steel cleaner.,0,0,GROUNDED,0.9923,0.001,0.0067,0.8042,"Note: Clean the stainless steel inlay in the cover with stainless steel cleaner. Clean the rest of the door cover with soapy water and a soft cloth. 4. Open the appliance door again slightly. Put the cover back in place and press on it until it clicks audibly into place (figure #). 5. Close the appliance door. Removing and installing the door panels To facilitate cleaning, you can remove the glass panels from the appliance door. Removing the door from the appliance 1. Open the appliance door sli",True,TN,GROUNDED
807,makita_drill.pdf,When is it recommended to charge a battery cartridge that hasn't been used for an extended period?,Charge the battery cartridge if you do not use it for a long period (more than five months).,1,1,HALLUCINATION,0.3663,0.0225,0.6111,0.8019,"ENGLISH Important safety instructions for battery cartridge 1. Before using battery cartridge, read all instruc- tions and cautionary markings on (1) battery charger, (2) battery, and (3) product using battery. 2. Do not disassemble battery cartridge. 3. If operating time has become excessively shorter, stop operating immediately. It may result in a risk of overheating, possible burns and even an explosion. 4. If electrolyte gets into your eyes, rinse them out with clear water and seek medical a",True,TP,HALLUCINATION
808,hilti_hammer.pdf,What kind of grease should I use for the accessory tool's connection end?,Use only genuine Hilti grease.,0,0,GROUNDED,0.996,0.0009,0.0031,0.7998,"*2134960* 2134960 Fitting the accessory tool 6 1.Apply a little grease to the connection end of the accessory tool. ▶Use only genuine Hilti grease. Using the wrong grease can result in damage to the product. 2.Push the accessory tool into the tool holder as far as it will go (until it engages). 3.After fitting the accessory tool, grip it and pull it in order to check that it is securely engaged. ▶The product is ready for use. Removing the accessory tool 6 CAUTION Risk of injury by the accessory ",True,TN,GROUNDED
809,dyson_v12.pdf,Is the brush bar of the Hair screw tool washable?,Your Hair screw tool doesn‘t have a washable brush bar.,0,0,GROUNDED,0.9937,0.0012,0.0051,0.8333,"Clearing blockages from your Hair screw tool Remove the cover and brush bar Pull your brush bar firmly to remove it from the main body. Check and remove any obstructions from all three parts of your Hair screw tool. Your Hair screw tool isn't washable. Wipe over with a damp lint-free cloth. Don’t put any part of your machine in a dishwasher or use detergents, polishes or air fresheners. Remove the Hair screw tool from the wand or machine. Push the base plate open. Press the red lever down to rel",True,TN,GROUNDED
810,apple_watch.pdf,What happens if Apple Watch SE or Series 4 (or later) detects a hard fall and the user is immobile for about a minute?,"it will tap your wrist, sound an alarm, and then attempt to call emergency services.",0,0,GROUNDED,0.9931,0.0013,0.0057,0.8505,"Apple Watch User Guide Manage fall detection on Apple Watch (Apple Watch SE and Apple WatchSeries 4 and later only) With fall detection enabled, if Apple Watch SE or Apple Watch Series 4 or later detects a hard fall, it can help connect you to emergency services and send a message to your emergency contacts. If Apple Watch detects a hard fall and that you have been immobile for about a minute, it will tap your wrist, sound an alarm, and then attempt to call emergency services. If the birthdate y",True,TN,GROUNDED
811,omron_monitor.pdf,What part of the cuff assembly needs to be unplugged from the air connector before storage?,arm cuff,1,0,GROUNDED,0.9641,0.0028,0.033,0.7844,4. Troubleshooting and Maintenance EN Note: The irregular heartbeat symbol ( ) may also be displayed with error messages. Cuff is under inflated. Carefully read and repeat the steps listed under section 3.3. Movement during measurement. Repeat measurement. Remain still and do not talk during measurement. Refer to section 3.3. Air plug disconnected. Insert the air plug securely. Refer to section 3.1. Arm cuff not applied correctly. Apply the arm cuff correctly. Refer to section 3.1. Clothing is i,False,FN,GROUNDED
812,laptop_lenovo_tc_x1.pdf,"Where in the manual can I find information on ""Static electricity prevention""?",iv,0,0,GROUNDED,0.9068,0.0034,0.0898,0.8349,Contents Read this first: Important safety information . . . . . . . . . . . . . . iii Before using this manual. . . . . . . . . . . . iii Service and upgrades . . . . . . . . . . . . . iii Static electricity prevention. . . . . . . . . . . iv Power cords and power adapters . . . . . . . . iv Japanese power cord and power adapter description . . . . . . . . . .,True,TN,GROUNDED
813,apple_watch.pdf,"If I don't respond to a notification when it arrives, where is it saved?",it’s saved in Control Center,1,1,HALLUCINATION,0.1919,0.0081,0.8,0.7472,"don’t read one right away, it’s saved so you can check it later. WARNING: For important information about avoiding distractions that could lead to dangerous situations, see Important safety information. Respond to a notification when it arrives 1. If you hear or feel a notification, raise your wrist to view it. 2. Turn the Digital Crown to scroll to the bottom of the notification, then tap a button there. You can also tap the app icon in the notification to open the corresponding app. 3. To clea",True,TP,HALLUCINATION
814,makita_drill.pdf,"What type of lubricant is recommended when drilling into metals, excluding iron and brass?",cooling lubricant,1,1,UNCERTAIN,0.8598,0.0087,0.1315,0.8145,the tool in high locations. 5. Hold the tool firmly. 6. Keep hands away from rotating parts. 7. Do not leave the tool running. Operate the tool only when hand-held. 8. Do not touch the drill bit or the workpiece immediately after operation; they may be extremely hot and could burn your skin. 9. Some material contains chemicals which may be toxic. Take caution to prevent dust inhala- tion and skin contact. Follow material supplier safety data. SAVE THESE INSTRUCTIONS. WARNING: DO NOT let comfort ,True,TP,UNCERTAIN_LEANING_GROUNDED
815,prusa_3d-printer.pdf,What should I use to degrease the smooth PEI print sheet?,Isopropyl alcohol 90%+ (IPA) is the best option for degreasing.,0,0,GROUNDED,0.9953,0.001,0.0036,0.8221,"Recommended cleaning agents differ slightly depending on the type of print sheet. Instructions for the use of specific materials (e.g. the need to use a separation layer to avoid damaging the surface) can also be found in the previous chapter. Correct usage: Risks and dangers: Print sheet with smooth PEI surface • Isopropyl alcohol 90%+ (IPA) is the best option for degreasing. Do not use dermatological hand products which may contain isopropyl alcohol - they contain other additives (ointments, h",True,TN,GROUNDED
816,makita_drill.pdf,What type of batteries are stipulated for use to prevent potential hazards like fire or injury?,Only use genuine Makita batteries.,0,0,GROUNDED,0.9901,0.0017,0.0082,0.7939,"INSTRUCTIONS. CAUTION: Only use genuine Makita batteries. Use of non-genuine Makita batteries, or batteries that have been altered, may result in the battery bursting causing fires, personal injury and damage. It will also void the Makita warranty for the Makita tool and charger. Tips for maintaining maximum battery life 1. Charge the battery cartridge before completely discharged. Always stop tool operation and charge the battery cartridge when you notice less tool power. 2. Never recharge a fu",True,TN,GROUNDED
817,samsung_phone_zfold.pdf,What is the safety instruction for using the device's speakers?,When using the speakers do not place the device close to your ears.,0,0,GROUNDED,0.9934,0.001,0.0056,0.7544,• Do not press the screen or the front camera with a hard or sharp object or apply excessive pressure. Doing so could result in scratching or puncturing the screen. • This device is not dust resistant. Exposure to small particles may cause damage to the device. • When using the speakers do not place the device close to your ears. • Be careful not to expose the camera lens to a strong light source. If the camera lens is exposed to a strong light source the camera image sensor may be damaged. A da,True,TN,GROUNDED
818,hilti_hammer.pdf,What kind of grease should I use for the accessory tool's connection end?,Use only genuine Hitachi grease.,1,1,UNCERTAIN,0.6285,0.0062,0.3653,0.7998,correctly and tightened securely. Check that the clamping band is engaged in the groove in the product. Observe the safety instructions and warnings in this documentation and on the product. Drilling with hammering action (hammer drilling) 7 1.Set the function selector switch to this symbol: . 2.Set the desired power level. 3.Press the drill bit against the work surface. 4.Press the control switch. ▶The product starts. Drilling without hammering Drilling without hammering action is possible when,True,TP,UNCERTAIN_LEANING_GROUNDED
819,prusa_3d-printer.pdf,Is it safe to leave the 3D printer unattended while it is on?,Do not leave the printer unattended while it is on!,0,0,GROUNDED,0.9922,0.0023,0.0054,0.8236,"be placed to avoid tripping, stepping on, or otherwise damaging them. Make sure the cables are not damaged. If they are, stop using the device immediately and replace the cables. Damaged cables are a safety risk - risk of electric shock. Do not leave the printer unattended while it is on! The printer is equipped with temperature control and several smart safety features, but misuse or unexpected component failure can pose a fire hazard. Never interfere with the print area when the printer is in ",True,TN,GROUNDED
820,dyson_v12.pdf,What kind of cloth is specified for cleaning the laser lens on the Laser Slim Fluffy™ cleaner head?,"a soft, damp, lint-free cloth",1,1,UNCERTAIN,0.5328,0.0077,0.4595,0.755,"your brush bar into the cleaner head. Push the end cap back down to the closed position. Cleaning your laser lens To maintain optimum performance, keep your laser lens clean. Only clean the lens when the cleaner head is not attached to your machine. Use a soft, dry, lint-free cloth to wipe the lens. The end cap is located at the side of the cleaner head. Push this upwards to unlock the brush bar. Don't wash the end cap. The end cap should be attached to the cleaner head at an angle less than 90°",True,TP,UNCERTAIN_LEANING_GROUNDED
821,apple_watch.pdf,How can I change the passcode on my Apple Watch directly?,"1. Open the Settings app on your Apple Watch.
2. Tap Security, then tap Change Passcode and follow the onscreen prompts.",1,1,UNCERTAIN,0.6293,0.0103,0.3604,0.949,"Apple Watch User Guide Change your passcode You can change the passcode you created when you first set up your Apple Watch by following these steps: 1. Open the Settings app on your Apple Watch. 2. Tap Passcode, then tap Change Passcode and follow the onscreen prompts. You can also open the Apple Watch app on your iPhone, tap My Watch, tap Passcode, then tap Change Passcode and follow the onscreen prompts. Tip: To use a passcode longer than four digits, open the Settings app on your Apple Watch,",True,TP,UNCERTAIN_LEANING_GROUNDED
822,dyson_v12.pdf,"For achieving the best battery life and performance, which cleaning modes are advised?","To get the best perform|ance and life from your battery, use Eco or Auto/Med mode.",0,0,GROUNDED,0.9931,0.0012,0.0057,0.8021,"Battery health Run time countdown Alerts To get the best performance and life from your battery, use Eco or Auto/Med mode. When the battery needs charging, your machine will pulse three times and a low run time icon will appear on the screen. When your battery is empty, a red warning icon will appear on the screen. The alerts you might see are: Filter – the filter isn’t fitted correctly, or needs cleaning. Blockage – your machine has a blockage that needs removing. 4:50 Exit settings menu To exi",True,TN,GROUNDED
823,dewalt_saw.pdf,"When replacing brushes, what specific type of replacement brushes should be used?",Use only identical D e WALT brushes.,0,0,GROUNDED,0.9782,0.002,0.0198,0.7752,"call the local company or see website for warranty information. FREE WARNING LABEL REPLACEMENT: If your warning labels become illegible or are missing, call 1‑800‑4‑DeWALT (1‑800‑433‑9258) for a free replacement. DeWALT authorized service center. Always use identical replacement parts. Refer to Brushes for brush replacement information.",True,TN,GROUNDED
824,tesla_model_s.pdf,How do I fasten my seat belt correctly?,"1. Ensure correct positioning of the seat.\n2. Pull the seat belt out smoothly, ensuring the seat belt lies flat across the pelvis, chest and mid-point of your collar bone\n3. Insert the latch plate into the buckle and press together until you hear a click\n4. Pull the seat belt to check that it is",0,0,GROUNDED,0.9036,0.0029,0.0935,0.8566,on the seat belt or any seat belt component. WARNING: A twisted or incorrectly routed seat belt can cause damage and interfere with the functionality of the seat belt system. 3. Insert the latch plate into the buckle and press together until you hear a click indicating it is locked in place. 4. Pull the seat belt to check that it is securely fastened. 5. Pull the diagonal part of the seat belt toward the reel to remove excess slack. To Release a Seat Belt Hold the seat belt near the buckle to pr,True,TN,GROUNDED
825,ford_mach_e.pdf,What should I do if the 'Child Lock fault See manual' message appears?,"Try to switch the child safety locks off again.\nIf the message continues to appear, have\nyour vehicle checked within three days.",1,1,HALLUCINATION,0.383,0.0061,0.611,0.7761,"in this situation. E371195 Note: The driver can override the exit warning with power child lock function by pressing the power child lock deactivation button twice quickly (within 5 seconds). Note: When the exit warning and power child lock function is activated, doors can still be opened from outside. Mustang Mach-E (CGW) Canada/Mexico/Philippines/South Africa/United States of America, enUSA, Edition date: 202408, DOM Exit Warning",True,TP,HALLUCINATION
826,dyson_v12.pdf,What is the recommended cleaning agent for the Hair screw tool's exterior?,Wipe over with a damp lint-free cloth.,0,0,GROUNDED,0.9922,0.0018,0.006,0.7662,"Clearing blockages from your Hair screw tool Remove the cover and brush bar Pull your brush bar firmly to remove it from the main body. Check and remove any obstructions from all three parts of your Hair screw tool. Your Hair screw tool isn't washable. Wipe over with a damp lint-free cloth. Don’t put any part of your machine in a dishwasher or use detergents, polishes or air fresheners. Remove the Hair screw tool from the wand or machine. Push the base plate open. Press the red lever down to rel",True,TN,GROUNDED
827,tesla_model_s.pdf,How do I initiate a voice command?,"To initiate a voice command, fully press the microphone\nbutton on the left side of the steering yoke (or steering\nwheel). When a chime sounds, make your request.",1,0,GROUNDED,0.968,0.0044,0.0277,0.8146,"Call a contact • Interact with apps and settings To initiate a voice command, fully press the microphone button on the right side of the steering yoke (or steering wheel). When a chime sounds, make your request. Examples of Voice Commands Here is a list of example voice commands. This is not an exhaustive list. Tesla is constantly working to improve voice commands. NOTE: Your vehicle must be in Park to enable some voice commands (such as Sentry Mode, Dog Mode, etc.). Climate Controls Adjust your",False,FN,GROUNDED
828,bosch_oven.pdf,What precaution should be taken regarding the appliance door during the cleaning function?,; The appliance will become very hot on the outside during the cleaning function. Never touch the appliance door. Allow the appliance to cool down for at least 30 minutes. Keep children away from the appliance.,1,0,GROUNDED,0.9882,0.002,0.0098,0.8976,cleaners for cleaning the appliance while it is hot. Wash new sponge cloths thoroughly before use. Tip: Highly recommended cleaning and care products can be purchased through the after-sales service. Observe the respective manufacturer's instructions. :Warning – Risk of burns! The appliance becomes very hot. Never touch the interior surfaces of the cooking compartment or the heating elements. Always allow the appliance to cool down. Keep children at a safe distance. Area Cleaning Appliance exter,False,FN,GROUNDED
829,dewalt_saw.pdf,What could happen if a dull blade is used for cutting?,"A dull blade will\ncause slow inefficient cutting, overload on the saw motor,\nexcessive splintering, and could increase the possibility of\nkickback.",0,0,GROUNDED,0.9953,0.0009,0.0038,0.7838,"English Intended Use This heavy-duty circular saw is designed for professional wood cutting applications. Do not cut metal, plastic, concrete, masonry or fiber cement materials. WARNING: Do not cut any metals, masonry, glass, tile or plastic with this saw. A dull blade will cause slow, inefficient cutting overload on the saw motor, excessive splintering, and could increase the possibility of kickback. • DO NOT use any abrasive wheels. • Use only blades designed for wood cutting. WARNING: Cutting",True,TN,GROUNDED
830,omron_monitor.pdf,"If my current batteries are empty, what should I replace them with?",Replace the batteries with used ones.,1,0,GROUNDED,0.9729,0.0032,0.0239,0.8096,"2. Preparation 2.1 Installing/Replacing the Batteries 1. Remove the battery cover. 2. Insert four “AA” batteries as indicated in the battery compartment and then replace the battery cover. Notes: • If the battery low symbol ( ) appears on the display, turn the unit off then replace all batteries at the same time. • The measurement values continue to be stored in memory even after the batteries are replaced. Disposal of used batteries should be carried out in accordance with the national regulati",False,FN,GROUNDED
831,apple_watch.pdf,What might cause the Apple Watch Magnetic Charging Cable surface to become discolored after regular use?,dirt and debris that come in contact with the magnetic surface,0,0,GROUNDED,0.9896,0.0012,0.0092,0.8705,"of cables. The cable attached to a charging unit, like any other metal wire or cable, is subject to becoming weak or brittle if repeatedly bent in the same spot. Aim for gentle curves instead of angles in the cable. Regularly inspect the cable and connector for any kinks, breaks, bends, or other damage. Should you find any such damage, discontinue use of the cable. Magnetic Fast Charger to USB-C Cable, Magnetic Charging Cable, MagSafe Duo Charger, and Magnetic Charging Dock Discoloration of the ",True,TN,GROUNDED
832,electrolux_oven.pdf,What kind of baking tins are suitable for the 'Conventional' oven function?,dark metal and non-stick tins,0,0,GROUNDED,0.995,0.001,0.004,0.8216,"24 electrolux usage, tables and tips Usage, Tables and Tips Baking Oven function: Convection with ring heating element or Conventional Baking tins • For Conventional dark metal and non-stick tins are suitable. • For Convection with ring heating element bright metal tins are also suitable. Oven levels • Baking with Conventional is pos­ sible on one oven level. • Using Convection with ring heating element you can bake on up to 3 baking trays at the same time: 1 baking tray: e.g. oven level 3 1 cak",True,TN,GROUNDED
833,bosch_oven.pdf,What action must be avoided if smoke is observed inside the cooking compartment?,Never open the appliance door if there is smoke inside.,0,0,GROUNDED,0.9913,0.0014,0.0073,0.8486,"cable. Always slide accessories into the cooking compartment the right way round. ~ ""Accessories"" on page 10 (Important safety information Important safety information General information :Warning – Risk of fire! ■ Combustible items stored in the cooking compartment may catch fire. Never store combustible items in the cooking compartment. Never open the appliance door if there is smoke inside. Switch off the appliance and unplug it from the mains or switch off the circuit breaker in the fuse box",True,TN,GROUNDED
834,apple_watch.pdf,What potential hazard is mentioned regarding charging Apple Watch when moisture is present?,"can cause fire, electric shock, injury, or damage to Apple Watch or nearby devices",1,1,UNCERTAIN,0.5326,0.0112,0.4562,0.8195,"exercise program using Apple Watch, consult your physician. Be careful and attentive while exercising. Stop exercising immediately if you feel pain, or feel faint, dizzy, exhausted, or short of breath. By exercising, you assume all associated inherent risks including any injury that may result from such activity. If you have any medical condition that you believe could be affected by Apple Watch (for example, seizures, blackouts, eyestrain, or headaches), consult with your physician prior to usi",True,TP,UNCERTAIN_LEANING_GROUNDED
835,prusa_3d-printer.pdf,What material is recommended for smoothing PVB prints?,isopropyl alcohol (IPA),0,0,GROUNDED,0.9903,0.0012,0.0086,0.8172,"a bigger nozzle (0.8mm) and enabling the ""Spiral vase"" mode in PrusaSlicer. When printing with multiple perimeters, the individual layers will be clearly visible even after smoothing with isopropyl alcohol. Store the filament in a dry environment – PVB is a material prone to absorbing moisture, which can negatively affect the quality of the print. Always return the filament to its plastic bag with silica gel, or let it dry for 4 hours at 60 °C before printing with it. The main advantage of PVB m",True,TN,GROUNDED
836,ford_mach_e.pdf,How do I add coolant if the level is low?,1. Unscrew the cap slowly. Any pressure\nescapes as you unscrew the cap.\n2. Add prediluted coolant approved to\nthe correct specification...\n3. Add enough prediluted coolant to\nreach the correct level.\n4. Replace the coolant reservoir cap...\n5. Check the coolant level...,0,0,GROUNDED,0.9543,0.002,0.0437,0.9056,"If the coolant level is at or below the minimum mark, add prediluted coolant immediately. To top up the coolant level do the following: 1. Unscrew the cap slowly. Any pressure escapes as you unscrew the cap. 2. Add prediluted coolant approved to the correct specification. See Cooling System Capacity and Specification (page 312). 3. Add enough prediluted coolant to reach the correct level. 4. Replace the coolant reservoir cap. Turn the cap clockwise until it contacts the hard stop. 5. Check the c",True,TN,GROUNDED
837,makita_drill.pdf,How do I install the battery cartridge into the tool correctly?,"To install the battery cartridge, align the tongue on the battery cartridge with the groove in the housing and slip it into place. Insert it all the way until it locks in place with two little clicks.",1,1,UNCERTAIN,0.6916,0.009,0.2994,0.8386,charged battery car- tridge. Overcharging shortens the battery service life. 3. Charge the battery cartridge with room tem- perature at 10 °C - 40 °C (50 °F - 104 °F). Let a hot battery cartridge cool down before charging it. 4. Charge the battery cartridge if you do not use it for a long period (more than six months). FUNCTIONAL DESCRIPTION CAUTION: Always be sure that the tool is switched off and the battery cartridge is removed before adjusting or checking function on the tool. Installing or ,True,TP,UNCERTAIN_LEANING_GROUNDED
838,hilti_hammer.pdf,What should I do if the product doesn't start and I suspect an interruption in the electric supply?,Plug in another electric tool or appliance and check whether it works.,0,1,UNCERTAIN,0.8212,0.008,0.1708,0.7521,"2134960 *2134960* Trouble or fault Possible cause Action to be taken Product does not start. The detachable supply cord is not fitted correctly. ▶Fit the detachable supply cord to the power tool correctly. Generator with sleep mode. ▶Apply a load to the generator by connecting a second power consumer (e.g. worklight). After this, switch the product off and then on again. The service indicator lights. The carbon brushes are worn. ▶Have the product checked by a trained electrical specialist; have ",False,FP,UNCERTAIN_LEANING_GROUNDED
839,nintendo_2ds_xl.pdf,How do I take a game cartridge out?,"Pull the Game Card out, then push it in after it clicks from the Game Card slot.",1,1,UNCERTAIN,0.5972,0.0072,0.3956,0.7598,"sure the label faces towards the bottom of the system. • If the card seems difficult to insert, remove it and confirm that it is facing in the right direction. The label should face toward the bottom of the system. • Only insert or remove Game Cards while the system is turned off or the HOME Menu is displayed (and be sure to exit suspended games before removing their Game Cards). Turn the power on and when the HOME Menu appears, tap the icon for the Game Card you have inserted, then tap Open. NO",True,TP,UNCERTAIN_LEANING_GROUNDED
