question_id,persona,doc_id,language,question_text,category,gt_answer_snippet,gt_page_number,_self_grounded,parsed_steps,passed_strict_check,ragas_faithfulness,ragas_correctness,judge_score,corrected_steps,procedural_comments,annotator_A_correctness,annotator_A_groundedness,annotator_A_quality,annotator_B_correctness,annotator_B_groundedness,annotator_B_quality,annotator_A_snippet_correctness,annotator_A_parsing_quality,annotator_B_snippet_correctness,annotator_B_parsing_quality
miele_dishwasher_Q083,Novice User,miele_dishwasher.pdf,en,What are the steps to switch on the dishwasher?,Procedural Step Inquiry," Make sure the spray arms can rotate\n\nfreely.\n\n Close the door.\n\n Open the stopcock, if it is closed.\n\n Touch the  sensor control.",66,True,"['Make sure the spray arms can rotate freely.', 'Close the door.', 'Open the stopcock, if it is closed.', 'Touch the \ue00e sensor control.']",False,1.0,1.0,5,,,,,Clear & Usable,,,Clear & Usable,Partially Correct,Correctly Parsed,Correct,Correctly Parsed
miele_dishwasher_Q089,Novice User,miele_dishwasher.pdf,en,What does a tick  next to an option in the settings menu indicate?,Location/Definition,The option that is selected will have a\ntick  next to it.,18,True,,False,1.0,1.0,5,,,,,,,,,,,,
miele_dishwasher_Q106,Technician,miele_dishwasher.pdf,en,What is the specified frequency range for the WiFi module in this dishwasher?,Specification Lookup,2.4000–2.4835 GHz,117,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
miele_dishwasher_Q107,Novice User,miele_dishwasher.pdf,en,What kind of salt should I use for my dishwasher?,Tool/Material Identification,Extra coarse-grained,110,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
miele_dishwasher_Q109,Technician,miele_dishwasher.pdf,en,What is the purpose of the optical interface on the control panel?,Location/Definition,For service technicians.,17,True,,True,1.0,0.9999994191,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
miele_dishwasher_Q119,Technician,miele_dishwasher.pdf,en,What is the specific Miele part number for a replacement lower spray arm?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
miele_dishwasher_Q121,Novice User,miele_dishwasher.pdf,en,What Miele product can be used to neutralize unpleasant odours in the dishwasher basket?,Tool/Material Identification,Freshener,111,True,,True,1.0,0.9999994627000001,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
miele_dishwasher_Q122,Novice User,miele_dishwasher.pdf,en,How do I lower the upper basket?,Procedural Step Inquiry, Pull upwards on the levers at either\n\nside of the upper basket.\n\n Adjust the basket to the desired\n\nheight and then push the levers\nsecurely back down into position.,54,True,"['Pull upwards on the levers at either side of the upper basket.', 'Adjust the basket to the desired height and then push the levers securely back down into position.']",False,1.0,0.9999945749,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
miele_dishwasher_Q123,Novice User,miele_dishwasher.pdf,en,"In the ECO programme, what is the main wash temperature in degrees Celsius?",Location/Definition,50,78,True,,True,1.0,0.9999995633000001,5,,,,,,,,,,,,
miele_dishwasher_Q124,Technician,miele_dishwasher.pdf,en,What is a possible cause if the 'Intake temperature too low' message appears on the display during the SolarSave programme?,Conditional Logic/Causal Reasoning,The intake water has not reached the required temperature of 45 °C (see “Installation – Water inlet”).,98,True,,True,1.0,0.9999995683,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
miele_dishwasher_Q126,SafetyOfficer,miele_dishwasher.pdf,en,What is the fire classification of the materials used in the dishwasher's construction?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
miele_dishwasher_Q138,SafetyOfficer,miele_dishwasher.pdf,en,Under what three conditions will the integrated Waterproof system offer protection from water damage?,Conditional Logic/Causal Reasoning,- Installation has been carried out correctly - The dishwasher is properly maintained and parts are replaced where this is noticeably required - The stopcock is turned off during longer absences from the home (e.g. whilst on holiday).,11,True,,True,1.0,1.0,5,,,,,,,,,,,,
omron_monitor_Q001,Technician,omron_monitor.pdf,en,What is the full model designation for the OMRON M3 as listed in the technical data?,Specification Lookup,OMRON M3 (HEM-7200-E/ HEM-7200-E8),21,True,,True,1.0,0.9999989377,5,,,,,,,,,,,,
omron_monitor_Q006,Novice User,omron_monitor.pdf,en,"If my current batteries are empty, what should I replace them with?",Tool/Material Identification,Replace the batteries with new ones.,17,True,,True,1.0,0.9999996927,5,,,,,,,,,,,,
omron_monitor_Q009,SafetyOfficer,omron_monitor.pdf,en,What type of AC adapter must be used with this unit to avoid damage or hazard?,Tool/Material Identification,Use only the original AC adapter (optional) designed for this unit.,4,True,,True,1.0,0.9999913355000001,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
omron_monitor_Q011,Novice User,omron_monitor.pdf,en,"How do I complete a blood pressure reading after the cuff is inflated and the measurement is taken, before turning off the monitor?",Procedural Step Inquiry,2. Remove the arm cuff.\n3. Press the O/I START button to turn off the monitor.,11,True,"['Remove the arm cuff.', 'Press the O/I START button to turn off the monitor.']",False,1.0,0.9999996634,5,,,,,Unclear or Flawed,,,Unclear or Flawed,Correct,Correctly Parsed,Partially Correct,Correctly Parsed
omron_monitor_Q015,Novice User,omron_monitor.pdf,en,What is the initial action to start a blood pressure measurement according to section 3.3?,Procedural Step Inquiry,1 PresstheO/ISTARTbutton,10,True,['Press the O/I START button'],True,1.0,1.0,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
omron_monitor_Q022,Technician,omron_monitor.pdf,en,"If the display remains blank or the buttons are unresponsive, what is a likely cause listed in troubleshooting?",Conditional Logic/Causal Reasoning,The batteries are empty.,17,True,,True,1.0,1.0,5,,,,,,,,,,,,
omron_monitor_Q025,SafetyOfficer,omron_monitor.pdf,en,When is it particularly important to consult a doctor before using this blood pressure monitor?,Conditional Logic/Causal Reasoning,Consult your doctor prior to using in pregnancy or if diagnosed with arrhythmia or arteriosclerosis.,3,True,,True,1.0,0.9999997919,5,,,,,,,,,,,,
omron_monitor_Q026,SafetyOfficer,omron_monitor.pdf,en,What is the primary warning concerning self-diagnosis and self-treatment based on measurement results?,Safety Information Lookup,AlwaysconsultyourdoctorSelf-diagnosisofmeasurementresultsandself-treatmentaredangerous,3,True,,True,1.0,0.9999995602,5,,,,,,,,,,,,
omron_monitor_Q027,SafetyOfficer,omron_monitor.pdf,en,What instruction is given regarding the AC adapter and the voltage outlet?,Safety Information Lookup,Plug the AC adapter into the appropriate voltage outlet.,4,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
omron_monitor_Q031,Novice User,omron_monitor.pdf,en,"What specific type of batteries, like AA or AAA, does the OMRON M3 monitor require?",Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
omron_monitor_Q032,Novice User,omron_monitor.pdf,en,What is the manufacturer's warranty period for the OMRON M3 blood pressure monitor?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
omron_monitor_Q037,Technician,omron_monitor.pdf,en,What is the specified accuracy for pressure readings on the HEM-7200-E model?,Specification Lookup,Pressure: ± 3mmHg,21,True,,True,1.0,1.0,5,,,,,,,,,,,,
omron_monitor_Q045,Novice User,omron_monitor.pdf,en,What should be used to replace empty batteries if they are depleted?,Tool/Material Identification,Replace the batteries with new ones.,17,True,,True,1.0,0.9999996927,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
omron_monitor_Q047,Novice User,omron_monitor.pdf,en,What are the final two steps to complete a blood pressure measurement session after the device finishes reading?,Procedural Step Inquiry,2. Remove the arm cuff.\n3. Press the O/I START button to turn off the monitor.,11,True,"['Remove the arm cuff.', 'Press the O/I START button to turn off the monitor.']",False,1.0,1.0,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
omron_monitor_Q049,Novice User,omron_monitor.pdf,en,What instruction is given regarding clothing when applying the arm cuff for a measurement?,Procedural Step Inquiry,Removetightfittingclothingortightrolledupsleevefromyourupperarm,8,True,['Removetightfittingclothingortightrolledupsleevefromyourupperarm'],True,1.0,0.9999997087,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Incorrect,Incorrectly Parsed
omron_monitor_Q054,Novice User,omron_monitor.pdf,en,"Where is the manufacturer OMRON HEALTHCARE Co., Ltd. located?",Location/Definition,"24, Yamanouchi Yamanoshita-cho, Ukyo-ku, Kyoto 615-0084 JAPAN",1,True,,True,1.0,0.9999997267,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
omron_monitor_Q055,Novice User,omron_monitor.pdf,en,In which section of the manual can I find information on 'Troubleshooting and Maintenance'?,Location/Definition,4. Troubleshooting and Maintenance.......12,2,True,,True,1.0,0.9999997546,5,,,,,,,,,,,,
omron_monitor_Q065,SafetyOfficer,omron_monitor.pdf,en,Who must be consulted before using this blood pressure monitor if a person is pregnant or has been diagnosed with arrhythmia or arteriosclerosis?,Safety Information Lookup,Consult your doctor prior to using in pregnancy or if diagnosed with arrhythmia or arteriosclerosis.,3,True,,True,1.0,0.9999997919,5,,,,,,,,,,,,
omron_monitor_Q067,Technician,omron_monitor.pdf,en,What is the recommended interval for recalibrating the OMRON M3 device to ensure continued accuracy?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
omron_monitor_Q071,Technician,omron_monitor.pdf,en,"Where is OMRON (DALIAN) CO., LTD. located?",Location/Definition,"Economic & Technical Development Zone Dalian 116600, CHINA",1,True,,True,1.0,0.9999994932,5,,,,,,,,,,,,
omron_monitor_Q072,Novice User,omron_monitor.pdf,en,What is the model number of this Digital Automatic Blood Pressure Monitor?,Specification Lookup,M3,1,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
omron_monitor_Q084,Novice User,omron_monitor.pdf,en,How can a measurement be cancelled if needed while it is in progress?,Conditional Logic/Causal Reasoning,press the O/I START button to turn off the unit and to release the air in the arm cuff.,10,True,,True,1.0,0.9999995702000001,5,,,,,,,,,,,,
omron_monitor_Q090,Technician,omron_monitor.pdf,en,What is the maximum number of measurement sets that the monitor can automatically store in its memory?,Specification Lookup,60 sets,12,True,,True,1.0,0.9999995676000001,5,,,,,,,,,,,,
omron_monitor_Q094,SafetyOfficer,omron_monitor.pdf,en,Under what specific health conditions or circumstances is it advised to consult a doctor prior to using the unit?,Safety Information Lookup,Consult your doctor prior to using in pregnancy or if diagnosed with arrhythmia or arteriosclerosis.,3,True,,True,1.0,1.0,5,,,,,,,,,,,,
omron_monitor_Q100,Technician,omron_monitor.pdf,en,What is the measurement method utilized by the OMRON M3 (HEM-7200-E/ HEM-7200-E8) blood pressure monitor?,Location/Definition,Oscillometric method,21,True,,True,1.0,1.0,5,,,,,,,,,,,,
omron_monitor_Q103,SafetyOfficer,omron_monitor.pdf,en,Are specific guidelines provided for the environmentally safe disposal of the OMRON M3 monitor or its batteries?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
omron_monitor_Q107,Technician,omron_monitor.pdf,en,What is the pulse measurement range specified for this device?,Specification Lookup,Pulse: 40 to 180/min.,21,True,,True,1.0,0.9999995856,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
omron_monitor_Q109,SafetyOfficer,omron_monitor.pdf,en,"What is the primary intended use environment for this monitor, according to the manual?",Safety Information Lookup,general household use,2,True,,True,1.0,0.999999591,5,,,,,,,,,,,,
omron_monitor_Q114,Novice User,omron_monitor.pdf,en,"Other than batteries, what can be used to power this unit, as an optional extra?",Tool/Material Identification,AC adapter (optional),4,True,,True,1.0,0.9999997216000001,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
omron_monitor_Q115,Novice User,omron_monitor.pdf,en,What part of the cuff assembly needs to be unplugged from the air connector before storage?,Tool/Material Identification,air tube,19,True,,True,1.0,0.9999994873,5,,,,,,,,,,,,
omron_monitor_Q120,Novice User,omron_monitor.pdf,en,What is the first instruction provided for the task of installing or replacing batteries?,Procedural Step Inquiry,1 Removethebatterycover,6,True,['Remove the battery cover.'],True,1.0,0.9999996021,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
omron_monitor_Q125,SafetyOfficer,omron_monitor.pdf,en,In which section of the manual can one find explanations for icons and error messages?,Location/Definition,4.1 The Icons and Error Messages ........... 12,2,True,,True,1.0,1.0,5,,,,,,,,,,,,
omron_monitor_Q129,SafetyOfficer,omron_monitor.pdf,en,Under what medical conditions is it advised to consult a doctor before using this monitor?,Conditional Logic/Causal Reasoning,prior to using in pregnancy or if diagnosed with arrhythmia or arteriosclerosis.,3,True,,True,1.0,1.0,5,,,,,,,,,,,,
omron_monitor_Q130,Novice User,omron_monitor.pdf,en,What does the monitor do with the measurement data automatically after a reading?,Conditional Logic/Causal Reasoning,The monitor automatically stores the measurement in its memory.,11,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
omron_monitor_Q139,Novice User,omron_monitor.pdf,en,How frequently does the OMRON M3 blood pressure monitor need to be recalibrated for accuracy?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
prusa_3d-printer_Q001,SafetyOfficer,prusa_3d-printer.pdf,en,Are there any documented crush hazard warnings related to the printer's packaging materials on page 1?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
prusa_3d-printer_Q002,Novice User,prusa_3d-printer.pdf,en,"As a new user, what are the initial steps I should take to get my first print going?",Procedural Step Inquiry,"1. Read the Safety Instructions carefully (page 8).\n\n2. Place the printer on a flat and stable surface and plug it in. (page 15)\n\n3. If you bought the assembled printer, remove the test print from the print sheet (remove the\n\nsheet, bend it, remove the print), then place the print sheet back. (page 17)\n\n4. Calibrate the printer using the Selftest Wizard. (page 18)\n\n5. Insert the USB drive that came with your printer and print your first object. (page 23)",2,True,"['Read the Safety Instructions carefully (page 8).', 'Place the printer on a flat and stable surface and plug it in. (page 15)', 'If you bought the assembled printer, remove the test print from the print sheet (remove the sheet, bend it, remove the print), then place the print sheet back. (page 17)', 'Calibrate the printer using the Selftest Wizard. (page 18)', 'Insert the USB drive that came with your printer and print your first object. (page 23)']",False,1.0,0.9999915183,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
prusa_3d-printer_Q005,Technician,prusa_3d-printer.pdf,en,What is the specified build volume for the Original Prusa MK4S?,Specification Lookup,250×210×220 mm,6,True,,True,1.0,1.0,5,,,,,,,,,,,,
prusa_3d-printer_Q007,Technician,prusa_3d-printer.pdf,en,What are the WLAN frequency bands supported by the printer?,Specification Lookup,"WLAN: 2400,0-2483,5 MHz",6,True,,True,1.0,0.9999629222,5,,,,,,,,,,,,
prusa_3d-printer_Q008,SafetyOfficer,prusa_3d-printer.pdf,en,"From a safety perspective, what is the specified operating temperature range for this printer?",Safety Information Lookup,18 °C - 38 °C,6,True,,True,1.0,1.0,5,,,,,,,,,,,,
prusa_3d-printer_Q012,SafetyOfficer,prusa_3d-printer.pdf,en,What is the primary risk if the printer is left powered on and unattended?,Safety Information Lookup,misuse or unexpected component failure can pose a fire hazard.,8,True,,True,1.0,1.0,5,,,,,,,,,,,,
prusa_3d-printer_Q013,SafetyOfficer,prusa_3d-printer.pdf,en,What are the potential safety hazards if obstructions near the printer cause wear on cable sheaths?,Conditional Logic/Causal Reasoning,"Worn cables can pose a risk (electric shock, fire).",8,True,,True,1.0,0.9999997409,5,,,,,,,,,,,,
prusa_3d-printer_Q014,Technician,prusa_3d-printer.pdf,en,What concentration of isopropyl alcohol is recommended for degreasing the print sheet surface?,Tool/Material Identification,Use highly concentrated isopropyl alcohol (90% or more) to degrease the sheet surface.,9,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
prusa_3d-printer_Q016,Novice User,prusa_3d-printer.pdf,en,How do I load filament into the printer?,Procedural Step Inquiry,"1. Cut the end of the filament into a sharp point. Push the filament through the hole in the\n\nfilament guide and insert the plastic strand into the opening at the top of the Nextruder. If the\nfilament sensor is on, the filament will be automatically fed. If the filament sensor is off,\nproceed to step 2, otherwise skip to step 3.\n\n2. Select LCD Menu - Filament - Load Filament and confirm with the button.\n\n3. The Preheat menu will automatically appear. Select the material of the filament you want to\n\ninsert and confirm the selection.\n\n4. Wait until the nozzle reaches the desired temperature.\n\n5. Select Continue to start feeding the filament. Push the filament into the Nextruder lightly until\n\nyou feel that the extruder gear grabbed the filament and is pulling it in.",20,True,"['Cut the end of the filament into a sharp point. Push the filament through the hole in the filament guide and insert the plastic strand into the opening at the top of the Nextruder. If the filament sensor is on, the filament will be automatically fed. If the filament sensor is off, proceed to step 2, otherwise skip to step 3.', 'Select LCD Menu - Filament - Load Filament and confirm with the button.', 'The Preheat menu will automatically appear. Select the material of the filament you want to insert and confirm the selection.', 'Wait until the nozzle reaches the desired temperature.', 'Select Continue to start feeding the filament. Push the filament into the Nextruder lightly until you feel that the extruder gear grabbed the filament and is pulling it in.']",False,0.9166666667000001,0.9999995622000001,5,,,,,Clear & Usable,,,Clear & Usable,Partially Correct,Correctly Parsed,Partially Correct,Correctly Parsed
prusa_3d-printer_Q022,Novice User,prusa_3d-printer.pdf,en,What is the Nextruder on the Original Prusa MK4S?,Location/Definition,Nextruder - Our new next-generation extruder with a planetary gearbox and LoadCell sensor.,13,True,,True,1.0,1.0,5,,,,,,,,,,,,
prusa_3d-printer_Q025,Novice User,prusa_3d-printer.pdf,en,What does 'Stealth Mode' do on this 3D printer?,Location/Definition,"With Stealth Mode enabled, the firmware limits the acceleration, feedrate, and jerk values,\nresulting in reduced printer noise.",34,True,,False,1.0,0.9999996747000001,5,,,,,,,,,,,,
prusa_3d-printer_Q027,SafetyOfficer,prusa_3d-printer.pdf,en,"As a Safety Officer, what's the primary safety concern if a user reports using a damaged power cable with the printer?",Safety Information Lookup,Damaged cables are a safety risk risk of electric shock.,8,True,,True,1.0,0.9999996709000001,5,,,,,,,,,,,,
prusa_3d-printer_Q036,Novice User,prusa_3d-printer.pdf,en,What is this handbook for?,Location/Definition,FOR THE ORIGINAL PRUSA MK4S 3D PRINTER,1,True,,True,1.0,1.0,5,,,,,,,,,,,,
prusa_3d-printer_Q037,Novice User,prusa_3d-printer.pdf,en,What are the first steps I need to take to make my first print?,Procedural Step Inquiry,"1. Read the Safety Instructions carefully (page 8).\n\n2. Place the printer on a flat and stable surface and plug it in. (page 15)\n\n3. If you bought the assembled printer, remove the test print from the print sheet (remove the\n\nsheet, bend it, remove the print), then place the print sheet back. (page 17)\n\n4. Calibrate the printer using the Selftest Wizard. (page 18)\n\n5. Insert the USB drive that came with your printer and print your first object. (page 23)",2,True,"['Read the Safety Instructions carefully (page 8).', 'Place the printer on a flat and stable surface and plug it in. (page 15)', 'If you bought the assembled printer, remove the test print from the print sheet (remove the sheet, bend it, remove the print), then place the print sheet back. (page 17)', 'Calibrate the printer using the Selftest Wizard. (page 18)', 'Insert the USB drive that came with your printer and print your first object. (page 23)']",False,1.0,0.9999915183,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
prusa_3d-printer_Q042,Technician,prusa_3d-printer.pdf,en,What is the supported filament diameter for the MK4S?,Specification Lookup,1.75 mm,6,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
prusa_3d-printer_Q052,Novice User,prusa_3d-printer.pdf,en,What should I use to degrease the print sheet surface?,Tool/Material Identification,Use highly concentrated isopropyl alcohol (90% or more) to degrease the sheet surface.,9,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
prusa_3d-printer_Q053,Novice User,prusa_3d-printer.pdf,en,What might happen if I accidentally release the end of the filament?,Conditional Logic/Causal Reasoning,"If you accidentally release the end of the filament, it can easily tangle and knot.",9,True,,True,1.0,0.999999747,5,,,,,,,,,,,,
prusa_3d-printer_Q068,Technician,prusa_3d-printer.pdf,en,Does the MK4S support printing with metal-infused filaments without any modifications?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
prusa_3d-printer_Q076,Novice User,prusa_3d-printer.pdf,en,What should I use to degrease the smooth PEI print sheet?,Tool/Material Identification,Isopropyl alcohol 90%+ (IPA) is the best option for degreasing.,58,True,,True,1.0,1.0,5,,,,,,,,,,,,
prusa_3d-printer_Q077,Technician,prusa_3d-printer.pdf,en,What material is recommended for smoothing PVB prints?,Tool/Material Identification,isopropyl alcohol (IPA),54,True,,True,1.0,0.9999993342000001,5,,,,,,,,,,,,
prusa_3d-printer_Q084,Technician,prusa_3d-printer.pdf,en,What is the procedure for cleaning a clogged nozzle using an acupuncture needle?,Procedural Step Inquiry,"1. Heat the nozzle to the appropriate temperature for the filament material you are printing with\n\nor slightly above. First, feed the filament, then insert an acupuncture needle (included in the\npackage) or thin wire (0.3-0.35 mm) into the nozzle from the bottom to a depth of about 1-2\ncm. Use protective gloves in case material suddenly starts to come out of the nozzle.\n\n2. Select the Load Filament option from the LCD menu and check that the nozzle is actually\n\nextruding the filament.\n\n3. Again insert the wire or acupuncture needle into the nozzle and repeat the whole procedure\n\nseveral times. If the filament is being extruded correctly, the nozzle is clean.",62,True,"['Heat the nozzle to the appropriate temperature for the filament material you are printing with or slightly above. First, feed the filament, then insert an acupuncture needle (included in the package) or thin wire (0.3-0.35 mm) into the nozzle from the bottom to a depth of about 1-2 cm. Use protective gloves in case material suddenly starts to come out of the nozzle.', 'Select the Load Filament option from the LCD menu and check that the nozzle is actually extruding the filament.', 'Again insert the wire or acupuncture needle into the nozzle and repeat the whole procedure several times. If the filament is being extruded correctly, the nozzle is clean.']",False,1.0,1.0,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
prusa_3d-printer_Q093,Technician,prusa_3d-printer.pdf,en,What should I do if the LoadCell calibration fails during the first print setup?,Conditional Logic/Causal Reasoning,This usually happens when you tap the nozzle too briefly or with not enough force.\nRepeat the calibration and push the nozzle a bit harder.,26,True,,False,1.0,0.9999996025000001,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
prusa_3d-printer_Q094,Novice User,prusa_3d-printer.pdf,en,What is likely the problem if I hear the extruder gear clicking during purging?,Conditional Logic/Causal Reasoning,"If you hear the extruder gear clicking during Purging, it may be a sign the nozzle is\nblocked.",27,True,,False,1.0,0.9999995913,5,,,,,,,,,,,,
prusa_3d-printer_Q095,SafetyOfficer,prusa_3d-printer.pdf,en,What precaution must be taken before performing printer calibration regarding the print sheet?,Conditional Logic/Causal Reasoning,The print sheet must be installed onto the printer before the calibration!!!,18,True,,True,1.0,1.0,5,,,,,,,,,,,,
prusa_3d-printer_Q098,SafetyOfficer,prusa_3d-printer.pdf,en,What crucial safety rule applies to the printer when it is powered on?,Safety Information Lookup,Do not leave the printer unattended while it is on!,8,True,,True,1.0,0.999999564,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
prusa_3d-printer_Q102,Technician,prusa_3d-printer.pdf,en,Does the Prusa MK4S support printing with metal-infused filaments that require a hardened steel nozzle?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
prusa_3d-printer_Q104,Novice User,prusa_3d-printer.pdf,en,Can I upgrade the Prusa MK4S with a larger build plate?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
prusa_3d-printer_Q107,Technician,prusa_3d-printer.pdf,en,What is the default installed nozzle diameter on the MK4S?,Specification Lookup,0.4 mm,6,True,,True,1.0,1.0,5,,,,,,,,,,,,
prusa_3d-printer_Q108,Novice User,prusa_3d-printer.pdf,en,What's the power supply voltage range for the printer?,Specification Lookup,"100-240 VAC, 2.8 A max., 50-60 Hz",6,True,,True,1.0,0.9999994393,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
prusa_3d-printer_Q112,Technician,prusa_3d-printer.pdf,en,What specific lubricant is provided with the MK4S for bearing maintenance?,Tool/Material Identification,Prusa lubricant for bearings,12,True,,True,1.0,0.9999996262,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
prusa_3d-printer_Q119,Novice User,prusa_3d-printer.pdf,en,How do I correctly install the flexible print sheet onto the heatbed?,Procedural Step Inquiry,Attach the sheet by first aligning the rear cutout with the locking pins on the back of the\nheated bed (marked in orange in the picture above). Hold the sheet by the front two corners and\nslowly lay it down onto the heated bed - watch your fingers!,17,True,['Attach the sheet by first aligning the rear cutout with the locking pins on the back of the heated bed (marked in orange in the picture above). Hold the sheet by the front two corners and slowly lay it down onto the heated bed - watch your fingers!'],False,1.0,0.9999993122,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Partially Correct,Correct,Partially Correct
prusa_3d-printer_Q123,Novice User,prusa_3d-printer.pdf,en,What does the rotary knob next to the LCD screen do?,Location/Definition,Rotate\nthe knob to select items on the screen and press it to confirm your selection.,16,True,,False,1.0,0.9999995337,5,,,,,,,,,,,,
prusa_3d-printer_Q125,Novice User,prusa_3d-printer.pdf,en,What is the purpose of the 'Brim' feature in PrusaSlicer?,Location/Definition,"The brim serves to increase adhesion to the bed, reducing the risk of warping.",46,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
prusa_3d-printer_Q133,Novice User,prusa_3d-printer.pdf,en,Is it safe to leave the 3D printer unattended while it is on?,Safety Information Lookup,Do not leave the printer unattended while it is on!,8,True,,True,1.0,1.0,5,,,,,,,,,,,,
prusa_3d-printer_Q138,SafetyOfficer,prusa_3d-printer.pdf,en,Are there specific fire suppression chemicals recommended for use with the Prusa Enclosure?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
